 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.094477 us maximum message latency 4.130266 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 2.000000 average message latency 3.074497 us maximum message latency 4.113571 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 2.000000 average message latency 3.081083 us maximum message latency 4.113197 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.068794 us maximum message latency 4.112668 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.084451 us maximum message latency 4.130442 us 
 Average number of hops traversed 2.000000 average message latency 3.077860 us maximum message latency 4.113196 us 
 Average number of hops traversed 3.000000 average message latency 3.082388 us maximum message latency 4.130659 us 
 Average number of hops traversed 3.000000 average message latency 3.093987 us maximum message latency 4.129155 us 
